family,route,page_title,section_index,section_id,section_title,selected_option,asset_folder,asset_filename,asset_public_path,scene,alt,description
services,/services/residencies/educational/,Educational Residency,10,section-10-what-changes-after-guidance,What Changes After Guidance,a,assets/images/sections/services/residencies/educational/section-10-what-changes-after-guidance,educational-residency-section-10-what-changes-after-guidance-riverfront-district-gameleira-branco-brazil-bg-primary.webp,/assets/images/sections/services/residencies/educational/section-10-what-changes-after-guidance/educational-residency-section-10-what-changes-after-guidance-riverfront-district-gameleira-branco-brazil-bg-primary.webp,the riverfront district of Gameleira in Rio Branco,the riverfront district of Gameleira in Rio Branco.,Background image of the riverfront district of Gameleira in Rio Branco for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,1,section-1-overview,Overview,a,assets/images/sections/services/residencies/exchange/section-01-overview,exchange-residency-section-01-overview-clear-springs-jalapao-fervedouro-brazil-bg-primary.webp,/assets/images/sections/services/residencies/exchange/section-01-overview/exchange-residency-section-01-overview-clear-springs-jalapao-fervedouro-brazil-bg-primary.webp,the clear springs of Jalapao,the clear springs of Jalapao.,Background image of the clear springs of Jalapao for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,2,section-2-who-this-residence-route-is-usually-for,Who This Residence Route Is Usually For,a,assets/images/sections/services/residencies/exchange/section-02-who-this-residence-route-is-usually-for,exchange-residency-section-02-who-this-residence-route-is-usually-for-curitiba-skyline-parana-southern-brazil-bg-primary.webp,/assets/images/sections/services/residencies/exchange/section-02-who-this-residence-route-is-usually-for/exchange-residency-section-02-who-this-residence-route-is-usually-for-curitiba-skyline-parana-southern-brazil-bg-primary.webp,Curitiba,Curitiba.,Background image of Curitiba for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,3,section-3-why-people-choose-this-route,Why People Choose This Route,a,assets/images/sections/services/residencies/exchange/section-03-why-people-choose-this-route,exchange-residency-section-03-why-people-choose-this-route-natural-inhotim-brumadinho-minas-brazil-bg-primary.webp,/assets/images/sections/services/residencies/exchange/section-03-why-people-choose-this-route/exchange-residency-section-03-why-people-choose-this-route-natural-inhotim-brumadinho-minas-brazil-bg-primary.webp,the wide natural landscape of Inhotim in Brumadinho,the wide natural landscape of Inhotim in Brumadinho.,Background image of the wide natural landscape of Inhotim in Brumadinho for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,4,section-4-when-it-usually-makes-sense,When It Usually Makes Sense,a,assets/images/sections/services/residencies/exchange/section-04-when-it-usually-makes-sense,exchange-residency-section-04-when-it-usually-makes-sense-atlantic-coastline-around-itacare-brazil-bg-primary.webp,/assets/images/sections/services/residencies/exchange/section-04-when-it-usually-makes-sense/exchange-residency-section-04-when-it-usually-makes-sense-atlantic-coastline-around-itacare-brazil-bg-primary.webp,the Atlantic coastline around Itacare,the Atlantic coastline around Itacare.,Background image of the Atlantic coastline around Itacare for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,5,section-5-when-another-route-may-fit-better,When Another Route May Fit Better,a,assets/images/sections/services/residencies/exchange/section-05-when-another-route-may-fit-better,exchange-residency-section-05-when-another-route-may-fit-better-beachfront-cliffs-canoa-quebrada-brazil-bg-primary.webp,/assets/images/sections/services/residencies/exchange/section-05-when-another-route-may-fit-better/exchange-residency-section-05-when-another-route-may-fit-better-beachfront-cliffs-canoa-quebrada-brazil-bg-primary.webp,the beachfront and sea of Cliffs of Canoa Quebrada,the beachfront and sea of Cliffs of Canoa Quebrada.,Background image of the beachfront and sea of Cliffs of Canoa Quebrada for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,6,section-6-common-documentation-and-timing-issues,Common Documentation And Timing Issues,a,assets/images/sections/services/residencies/exchange/section-06-common-documentation-and-timing-issues,exchange-residency-section-06-common-documentation-and-timing-issues-road-serra-rastro-santa-brazil-bg-primary.webp,/assets/images/sections/services/residencies/exchange/section-06-common-documentation-and-timing-issues/exchange-residency-section-06-common-documentation-and-timing-issues-road-serra-rastro-santa-brazil-bg-primary.webp,the mountain road of Serra do Rio do Rastro,the mountain road of Serra do Rio do Rastro.,Background image of the mountain road of Serra do Rio do Rastro for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,7,section-7-how-we-structure-the-process,How We Structure The Process,a,assets/images/sections/services/residencies/exchange/section-07-how-we-structure-the-process,exchange-residency-section-07-how-we-structure-the-process-cathedral-brasilia-modern-central-brazil-bg-primary.webp,/assets/images/sections/services/residencies/exchange/section-07-how-we-structure-the-process/exchange-residency-section-07-how-we-structure-the-process-cathedral-brasilia-modern-central-brazil-bg-primary.webp,the Cathedral of Brasilia,the Cathedral of Brasilia.,Background image of the Cathedral of Brasilia for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,8,section-8-cross-border-family-and-language-considerations,"Cross-Border, Family, And Language Considerations",a,assets/images/sections/services/residencies/exchange/section-08-cross-border-family-and-language-considerations,exchange-residency-section-08-cross-border-family-and-language-considerations-antonina-parana-southern-brazil-bg-primary.webp,/assets/images/sections/services/residencies/exchange/section-08-cross-border-family-and-language-considerations/exchange-residency-section-08-cross-border-family-and-language-considerations-antonina-parana-southern-brazil-bg-primary.webp,the historic center of Antonina,the historic center of Antonina.,Background image of the historic center of Antonina for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,9,section-9-legal-support-and-long-term-planning,Legal Support And Long-Term Planning,a,assets/images/sections/services/residencies/exchange/section-09-legal-support-and-long-term-planning,exchange-residency-section-09-legal-support-and-long-term-planning-vila-germanica-district-blumenau-brazil-bg-primary.webp,/assets/images/sections/services/residencies/exchange/section-09-legal-support-and-long-term-planning/exchange-residency-section-09-legal-support-and-long-term-planning-vila-germanica-district-blumenau-brazil-bg-primary.webp,the Vila Germanica district in Blumenau,the Vila Germanica district in Blumenau.,Background image of the Vila Germanica district in Blumenau for Brazil immigration and relocation planning.
services,/services/residencies/exchange/,Exchange Residency,10,section-10-what-changes-after-guidance,What Changes After Guidance,b,assets/images/sections/services/residencies/exchange/section-10-what-changes-after-guidance,exchange-residency-section-10-what-changes-after-guidance-coastline-water-rosa-santa-brazil-bg-alternate.webp,/assets/images/sections/services/residencies/exchange/section-10-what-changes-after-guidance/exchange-residency-section-10-what-changes-after-guidance-coastline-water-rosa-santa-brazil-bg-alternate.webp,the wide coastline and water of Praia do Rosa,the wide coastline and water of Praia do Rosa.,Background image of the wide coastline and water of Praia do Rosa for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,1,section-1-overview,Overview,a,assets/images/sections/services/residencies/health/section-01-overview,health-residency-section-01-overview-riverfront-landscapes-marajo-island-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-01-overview/health-residency-section-01-overview-riverfront-landscapes-marajo-island-brazil-bg-primary.webp,the riverfront landscapes of Marajo Island,the riverfront landscapes of Marajo Island.,Background image of the riverfront landscapes of Marajo Island for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,2,section-2-who-this-residence-route-is-usually-for,Who This Residence Route Is Usually For,a,assets/images/sections/services/residencies/health/section-02-who-this-residence-route-is-usually-for,health-residency-section-02-who-this-residence-route-is-usually-for-salvador-pelourinho-bahia-northeast-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-02-who-this-residence-route-is-usually-for/health-residency-section-02-who-this-residence-route-is-usually-for-salvador-pelourinho-bahia-northeast-brazil-bg-primary.webp,Salvador,Salvador.,Background image of Salvador for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,3,section-3-why-people-choose-this-route,Why People Choose This Route,a,assets/images/sections/services/residencies/health/section-03-why-people-choose-this-route,health-residency-section-03-why-people-choose-this-route-jericoacoara-ceara-northeast-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-03-why-people-choose-this-route/health-residency-section-03-why-people-choose-this-route-jericoacoara-ceara-northeast-brazil-bg-primary.webp,the dunes and lagoons of Jericoacoara,the dunes and lagoons of Jericoacoara.,Background image of the dunes and lagoons of Jericoacoara for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,4,section-4-when-it-usually-makes-sense,When It Usually Makes Sense,a,assets/images/sections/services/residencies/health/section-04-when-it-usually-makes-sense,health-residency-section-04-when-it-usually-makes-sense-face-monte-roraima-northern-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-04-when-it-usually-makes-sense/health-residency-section-04-when-it-usually-makes-sense-face-monte-roraima-northern-brazil-bg-primary.webp,the Brazilian face of Monte Roraima,the Brazilian face of Monte Roraima.,Background image of the Brazilian face of Monte Roraima for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,5,section-5-when-another-route-may-fit-better,When Another Route May Fit Better,a,assets/images/sections/services/residencies/health/section-05-when-another-route-may-fit-better,health-residency-section-05-when-another-route-may-fit-better-facades-joao-minas-gerais-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-05-when-another-route-may-fit-better/health-residency-section-05-when-another-route-may-fit-better-facades-joao-minas-gerais-brazil-bg-primary.webp,the heritage facades of Sao Joao del Rei,the heritage facades of Sao Joao del Rei.,Background image of the heritage facades of Sao Joao del Rei for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,6,section-6-common-documentation-and-timing-issues,Common Documentation And Timing Issues,a,assets/images/sections/services/residencies/health/section-06-common-documentation-and-timing-issues,health-residency-section-06-common-documentation-and-timing-issues-avenida-paulista-paulo-avenue-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-06-common-documentation-and-timing-issues/health-residency-section-06-common-documentation-and-timing-issues-avenida-paulista-paulo-avenue-brazil-bg-primary.webp,Avenida Paulista in Sao Paulo,Avenida Paulista in Sao Paulo.,Background image of Avenida Paulista in Sao Paulo for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,7,section-7-how-we-structure-the-process,How We Structure The Process,a,assets/images/sections/services/residencies/health/section-07-how-we-structure-the-process,health-residency-section-07-how-we-structure-the-process-canyons-aparados-serra-southern-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-07-how-we-structure-the-process/health-residency-section-07-how-we-structure-the-process-canyons-aparados-serra-southern-brazil-bg-primary.webp,the canyons of Aparados da Serra,the canyons of Aparados da Serra.,Background image of the canyons of Aparados da Serra for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,8,section-8-cross-border-family-and-language-considerations,"Cross-Border, Family, And Language Considerations",a,assets/images/sections/services/residencies/health/section-08-cross-border-family-and-language-considerations,health-residency-section-08-cross-border-family-and-language-considerations-coastline-coves-ilha-grande-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-08-cross-border-family-and-language-considerations/health-residency-section-08-cross-border-family-and-language-considerations-coastline-coves-ilha-grande-brazil-bg-primary.webp,the coastline and coves of Ilha Grande,the coastline and coves of Ilha Grande.,Background image of the coastline and coves of Ilha Grande for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,9,section-9-legal-support-and-long-term-planning,Legal Support And Long-Term Planning,a,assets/images/sections/services/residencies/health/section-09-legal-support-and-long-term-planning,health-residency-section-09-legal-support-and-long-term-planning-paulo-skyline-avenida-paulista-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-09-legal-support-and-long-term-planning/health-residency-section-09-legal-support-and-long-term-planning-paulo-skyline-avenida-paulista-brazil-bg-primary.webp,Sao Paulo,Sao Paulo.,Background image of Sao Paulo for Brazil immigration and relocation planning.
services,/services/residencies/health/,Health Residency,10,section-10-what-changes-after-guidance,What Changes After Guidance,a,assets/images/sections/services/residencies/health/section-10-what-changes-after-guidance,health-residency-section-10-what-changes-after-guidance-baia-sancho-fernando-noronha-brazil-bg-primary.webp,/assets/images/sections/services/residencies/health/section-10-what-changes-after-guidance/health-residency-section-10-what-changes-after-guidance-baia-sancho-fernando-noronha-brazil-bg-primary.webp,Baia do Sancho in Fernando de Noronha,Baia do Sancho in Fernando de Noronha.,Background image of Baia do Sancho in Fernando de Noronha for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,1,section-1-overview,Overview,a,assets/images/sections/services/residencies/humanitarian/section-01-overview,humanitarian-residency-section-01-overview-natural-pools-maragogi-alagoas-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-01-overview/humanitarian-residency-section-01-overview-natural-pools-maragogi-alagoas-brazil-bg-primary.webp,the natural pools of Maragogi,the natural pools of Maragogi.,Background image of the natural pools of Maragogi for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,2,section-2-who-this-residence-route-is-usually-for,Who This Residence Route Is Usually For,a,assets/images/sections/services/residencies/humanitarian/section-02-who-this-residence-route-is-usually-for,humanitarian-residency-section-02-who-this-residence-route-is-usually-for-buzios-peninsula-janeiro-beaches-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-02-who-this-residence-route-is-usually-for/humanitarian-residency-section-02-who-this-residence-route-is-usually-for-buzios-peninsula-janeiro-beaches-brazil-bg-primary.webp,the Buzios peninsula on the coast of Rio de Janeiro state,the Buzios peninsula on the coast of Rio de Janeiro state.,Background image of the Buzios peninsula on the coast of Rio de Janeiro state for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,3,section-3-why-people-choose-this-route,Why People Choose This Route,a,assets/images/sections/services/residencies/humanitarian/section-03-why-people-choose-this-route,humanitarian-residency-section-03-why-people-choose-this-route-meeting-negro-solimoes-near-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-03-why-people-choose-this-route/humanitarian-residency-section-03-why-people-choose-this-route-meeting-negro-solimoes-near-brazil-bg-primary.webp,the meeting of the Rio Negro and Solimoes near Manaus,the meeting of the Rio Negro and Solimoes near Manaus.,Background image of the meeting of the Rio Negro and Solimoes near Manaus for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,4,section-4-when-it-usually-makes-sense,When It Usually Makes Sense,a,assets/images/sections/services/residencies/humanitarian/section-04-when-it-usually-makes-sense,humanitarian-residency-section-04-when-it-usually-makes-sense-skyline-waterfront-balneario-camboriu-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-04-when-it-usually-makes-sense/humanitarian-residency-section-04-when-it-usually-makes-sense-skyline-waterfront-balneario-camboriu-brazil-bg-primary.webp,the skyline and waterfront of Balneario Camboriu,the skyline and waterfront of Balneario Camboriu.,Background image of the skyline and waterfront of Balneario Camboriu for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,5,section-5-when-another-route-may-fit-better,When Another Route May Fit Better,a,assets/images/sections/services/residencies/humanitarian/section-05-when-another-route-may-fit-better,humanitarian-residency-section-05-when-another-route-may-fit-better-coastline-atlantic-ubatuba-paulo-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-05-when-another-route-may-fit-better/humanitarian-residency-section-05-when-another-route-may-fit-better-coastline-atlantic-ubatuba-paulo-brazil-bg-primary.webp,the coastline and Atlantic forest of Ubatuba,the coastline and Atlantic forest of Ubatuba.,Background image of the coastline and Atlantic forest of Ubatuba for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,6,section-6-common-documentation-and-timing-issues,Common Documentation And Timing Issues,a,assets/images/sections/services/residencies/humanitarian/section-06-common-documentation-and-timing-issues,humanitarian-residency-section-06-common-documentation-and-timing-issues-mission-ruins-miguel-missoes-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-06-common-documentation-and-timing-issues/humanitarian-residency-section-06-common-documentation-and-timing-issues-mission-ruins-miguel-missoes-brazil-bg-primary.webp,the mission ruins of Sao Miguel das Missoes,the mission ruins of Sao Miguel das Missoes.,Background image of the mission ruins of Sao Miguel das Missoes for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,7,section-7-how-we-structure-the-process,How We Structure The Process,a,assets/images/sections/services/residencies/humanitarian/section-07-how-we-structure-the-process,humanitarian-residency-section-07-how-we-structure-the-process-farol-barra-seafront-salvador-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-07-how-we-structure-the-process/humanitarian-residency-section-07-how-we-structure-the-process-farol-barra-seafront-salvador-brazil-bg-primary.webp,Farol da Barra and the seafront of Salvador,Farol da Barra and the seafront of Salvador.,Background image of Farol da Barra and the seafront of Salvador for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,8,section-8-cross-border-family-and-language-considerations,"Cross-Border, Family, And Language Considerations",a,assets/images/sections/services/residencies/humanitarian/section-08-cross-border-family-and-language-considerations,humanitarian-residency-section-08-cross-border-family-and-language-considerations-sunrise-delta-parnaiba-piaui-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-08-cross-border-family-and-language-considerations/humanitarian-residency-section-08-cross-border-family-and-language-considerations-sunrise-delta-parnaiba-piaui-brazil-bg-primary.webp,the sunrise landscape of Delta do Parnaiba,the sunrise landscape of Delta do Parnaiba.,Background image of the sunrise landscape of Delta do Parnaiba for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,9,section-9-legal-support-and-long-term-planning,Legal Support And Long-Term Planning,a,assets/images/sections/services/residencies/humanitarian/section-09-legal-support-and-long-term-planning,humanitarian-residency-section-09-legal-support-and-long-term-planning-cerrado-aguas-emendadas-ecological-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-09-legal-support-and-long-term-planning/humanitarian-residency-section-09-legal-support-and-long-term-planning-cerrado-aguas-emendadas-ecological-brazil-bg-primary.webp,the cerrado landscape of Aguas Emendadas,the cerrado landscape of Aguas Emendadas.,Background image of the cerrado landscape of Aguas Emendadas for Brazil immigration and relocation planning.
services,/services/residencies/humanitarian/,Humanitarian Residency,10,section-10-what-changes-after-guidance,What Changes After Guidance,a,assets/images/sections/services/residencies/humanitarian/section-10-what-changes-after-guidance,humanitarian-residency-section-10-what-changes-after-guidance-sunrise-itaimbezinho-canyon-aparados-brazil-bg-primary.webp,/assets/images/sections/services/residencies/humanitarian/section-10-what-changes-after-guidance/humanitarian-residency-section-10-what-changes-after-guidance-sunrise-itaimbezinho-canyon-aparados-brazil-bg-primary.webp,the sunrise landscape of Itaimbezinho canyon,the sunrise landscape of Itaimbezinho canyon.,Background image of the sunrise landscape of Itaimbezinho canyon for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,1,section-1-overview,Overview,a,assets/images/sections/services/residencies/investor/section-01-overview,investor-residency-section-01-overview-shoreline-arraial-ajuda-coastline-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-01-overview/investor-residency-section-01-overview-shoreline-arraial-ajuda-coastline-brazil-bg-primary.webp,the shoreline of Arraial d'Ajuda coastline in warm evening light,the shoreline of Arraial d'Ajuda coastline in warm evening light.,Background image of the shoreline of Arraial d'Ajuda coastline in warm evening light for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,2,section-2-who-this-residence-route-is-usually-for,Who This Residence Route Is Usually For,a,assets/images/sections/services/residencies/investor/section-02-who-this-residence-route-is-usually-for,investor-residency-section-02-who-this-residence-route-is-usually-for-porto-alegre-skyline-grande-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-02-who-this-residence-route-is-usually-for/investor-residency-section-02-who-this-residence-route-is-usually-for-porto-alegre-skyline-grande-brazil-bg-primary.webp,Porto Alegre,Porto Alegre.,Background image of Porto Alegre for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,3,section-3-why-people-choose-this-route,Why People Choose This Route,a,assets/images/sections/services/residencies/investor/section-03-why-people-choose-this-route,investor-residency-section-03-why-people-choose-this-route-sunrise-chapada-diamantina-bahia-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-03-why-people-choose-this-route/investor-residency-section-03-why-people-choose-this-route-sunrise-chapada-diamantina-bahia-brazil-bg-primary.webp,the sunrise landscape of Chapada Diamantina,the sunrise landscape of Chapada Diamantina.,Background image of the sunrise landscape of Chapada Diamantina for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,4,section-4-when-it-usually-makes-sense,When It Usually Makes Sense,a,assets/images/sections/services/residencies/investor/section-04-when-it-usually-makes-sense,investor-residency-section-04-when-it-usually-makes-sense-coastline-water-baia-sancho-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-04-when-it-usually-makes-sense/investor-residency-section-04-when-it-usually-makes-sense-coastline-water-baia-sancho-brazil-bg-primary.webp,the wide coastline and water of Baia do Sancho in Fernando de Noronha,the wide coastline and water of Baia do Sancho in Fernando de Noronha.,Background image of the wide coastline and water of Baia do Sancho in Fernando de Noronha for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,5,section-5-when-another-route-may-fit-better,When Another Route May Fit Better,a,assets/images/sections/services/residencies/investor/section-05-when-another-route-may-fit-better,investor-residency-section-05-when-another-route-may-fit-better-waterways-delta-parnaiba-piaui-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-05-when-another-route-may-fit-better/investor-residency-section-05-when-another-route-may-fit-better-waterways-delta-parnaiba-piaui-brazil-bg-primary.webp,the waterways and dunes of the Delta do Parnaiba,the waterways and dunes of the Delta do Parnaiba.,Background image of the waterways and dunes of the Delta do Parnaiba for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,6,section-6-common-documentation-and-timing-issues,Common Documentation And Timing Issues,a,assets/images/sections/services/residencies/investor/section-06-common-documentation-and-timing-issues,investor-residency-section-06-common-documentation-and-timing-issues-streets-facades-pirenopolis-goias-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-06-common-documentation-and-timing-issues/investor-residency-section-06-common-documentation-and-timing-issues-streets-facades-pirenopolis-goias-brazil-bg-primary.webp,the historic streets and facades of Historic center of Pirenopolis,the historic streets and facades of Historic center of Pirenopolis.,Background image of the historic streets and facades of Historic center of Pirenopolis for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,7,section-7-how-we-structure-the-process,How We Structure The Process,a,assets/images/sections/services/residencies/investor/section-07-how-we-structure-the-process,investor-residency-section-07-how-we-structure-the-process-petropolis-imperial-museum-district-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-07-how-we-structure-the-process/investor-residency-section-07-how-we-structure-the-process-petropolis-imperial-museum-district-brazil-bg-primary.webp,Petropolis and the imperial museum district,Petropolis and the imperial museum district.,Background image of Petropolis and the imperial museum district for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,8,section-8-cross-border-family-and-language-considerations,"Cross-Border, Family, And Language Considerations",a,assets/images/sections/services/residencies/investor/section-08-cross-border-family-and-language-considerations,investor-residency-section-08-cross-border-family-and-language-considerations-coastline-water-pajucara-waterfront-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-08-cross-border-family-and-language-considerations/investor-residency-section-08-cross-border-family-and-language-considerations-coastline-water-pajucara-waterfront-brazil-bg-primary.webp,the wide coastline and water of Pajucara waterfront in Maceio,the wide coastline and water of Pajucara waterfront in Maceio.,Background image of the wide coastline and water of Pajucara waterfront in Maceio for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,9,section-9-legal-support-and-long-term-planning,Legal Support And Long-Term Planning,a,assets/images/sections/services/residencies/investor/section-09-legal-support-and-long-term-planning,investor-residency-section-09-legal-support-and-long-term-planning-museum-tomorrow-janeiro-port-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-09-legal-support-and-long-term-planning/investor-residency-section-09-legal-support-and-long-term-planning-museum-tomorrow-janeiro-port-brazil-bg-primary.webp,the urban panorama of Museum of Tomorrow in Rio de Janeiro,the urban panorama of Museum of Tomorrow in Rio de Janeiro.,Background image of the urban panorama of Museum of Tomorrow in Rio de Janeiro for Brazil immigration and relocation planning.
services,/services/residencies/investor/,Investor Residency,10,section-10-what-changes-after-guidance,What Changes After Guidance,a,assets/images/sections/services/residencies/investor/section-10-what-changes-after-guidance,investor-residency-section-10-what-changes-after-guidance-coastline-water-carneiros-pernambuco-brazil-bg-primary.webp,/assets/images/sections/services/residencies/investor/section-10-what-changes-after-guidance/investor-residency-section-10-what-changes-after-guidance-coastline-water-carneiros-pernambuco-brazil-bg-primary.webp,the wide coastline and water of Praia dos Carneiros,the wide coastline and water of Praia dos Carneiros.,Background image of the wide coastline and water of Praia dos Carneiros for Brazil immigration and relocation planning.
services,/services/residencies/mercosul/,MERCOSUL Residency,1,section-1-overview,Overview,a,assets/images/sections/services/residencies/mercosul/section-01-overview,mercosul-residency-section-01-overview-shoreline-bombinhas-peninsula-warm-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-01-overview/mercosul-residency-section-01-overview-shoreline-bombinhas-peninsula-warm-brazil-bg-primary.webp,the shoreline of Bombinhas peninsula in warm evening light,the shoreline of Bombinhas peninsula in warm evening light.,Background image of the shoreline of Bombinhas peninsula in warm evening light for Brazil immigration and relocation planning.
services,/services/residencies/mercosul/,MERCOSUL Residency,2,section-2-who-this-residence-route-is-usually-for,Who This Residence Route Is Usually For,a,assets/images/sections/services/residencies/mercosul/section-02-who-this-residence-route-is-usually-for,mercosul-residency-section-02-who-this-residence-route-is-usually-for-shoreline-santos-waterfront-warm-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-02-who-this-residence-route-is-usually-for/mercosul-residency-section-02-who-this-residence-route-is-usually-for-shoreline-santos-waterfront-warm-brazil-bg-primary.webp,the shoreline of Santos waterfront in warm evening light,the shoreline of Santos waterfront in warm evening light.,Background image of the shoreline of Santos waterfront in warm evening light for Brazil immigration and relocation planning.
services,/services/residencies/mercosul/,MERCOSUL Residency,3,section-3-why-people-choose-this-route,Why People Choose This Route,a,assets/images/sections/services/residencies/mercosul/section-03-why-people-choose-this-route,mercosul-residency-section-03-why-people-choose-this-route-manaus-amazonas-northern-mission-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-03-why-people-choose-this-route/mercosul-residency-section-03-why-people-choose-this-route-manaus-amazonas-northern-mission-brazil-bg-primary.webp,Manaus,Manaus.,Background image of Manaus for Brazil immigration and relocation planning.
services,/services/residencies/mercosul/,MERCOSUL Residency,4,section-4-when-it-usually-makes-sense,When It Usually Makes Sense,a,assets/images/sections/services/residencies/mercosul/section-04-when-it-usually-makes-sense,mercosul-residency-section-04-when-it-usually-makes-sense-sunrise-marajo-island-riverfront-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-04-when-it-usually-makes-sense/mercosul-residency-section-04-when-it-usually-makes-sense-sunrise-marajo-island-riverfront-brazil-bg-primary.webp,the sunrise landscape of Marajo Island riverfront,the sunrise landscape of Marajo Island riverfront.,Background image of the sunrise landscape of Marajo Island riverfront for Brazil immigration and relocation planning.
services,/services/residencies/mercosul/,MERCOSUL Residency,5,section-5-when-another-route-may-fit-better,When Another Route May Fit Better,a,assets/images/sections/services/residencies/mercosul/section-05-when-another-route-may-fit-better,mercosul-residency-section-05-when-another-route-may-fit-better-forests-waters-madeira-porto-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-05-when-another-route-may-fit-better/mercosul-residency-section-05-when-another-route-may-fit-better-forests-waters-madeira-porto-brazil-bg-primary.webp,the forests and waters of Madeira river in Porto Velho,the forests and waters of Madeira river in Porto Velho.,Background image of the forests and waters of Madeira river in Porto Velho for Brazil immigration and relocation planning.
